Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
45;9;10;-944.4;-481.5;925.9;0.2504
15;7;4;-651.2;-548.0;206.6;1.464
31;2;1;-694.7;-592.9;203.6;0.1135
47;8;9;-977.4;-489.8;975.2;0.087
48;5;9;-1119.1;-488.8;1260.5;0.2136
42;10;8;-827.0;-412.7;828.5;0.0696
14;8;3;-532.8;-512.7;40.2;7.2343
2;7;4;-1010.5;-539.4;942.2;3.445
38;6;8;-539.7;-407.7;264.0;0.0802
5;4;10;-584.4;-455.3;258.2;0.0918
19;6;5;-619.3;-416.6;405.3;0.0742
44;4;8;-495.3;-410.1;170.4;0.1308
17;4;2;-602.6;-483.0;239.2;0.1249
18;9;2;-609.0;-482.2;253.6;0.0714
43;2;6;-572.3;-505.1;134.4;0.218
36;6;10;-631.9;-462.1;339.6;0.0787
27;3;5;-631.3;-417.4;427.8;0.0851
34;7;9;-894.6;-460.1;869.0;0.0612
16;7;6;-721.1;-446.2;549.9;0.0536
32;2;3;-555.0;-450.4;209.3;0.1093
9;4;3;-647.4;-433.3;428.3;0.1053
20;9;8;-515.9;-410.3;211.2;0.0614
6;5;2;-590.5;-482.9;215.2;0.0939
17;8;1;-3380.0;-566.4;5627.2;0.9872
31;10;9;-1034.9;-481.6;1106.6;0.0596
18;5;1;-770.6;-504.3;532.6;0.0526
3;10;9;-1073.9;-462.0;1223.8;0.0549
28;2;6;-918.6;-517.6;802.0;1.0101
29;10;8;-556.8;-538.7;36.2;5.985
5;7;8;-505.0;-408.2;193.6;0.074
23;5;9;-830.5;-476.3;708.3;0.0827
21;4;10;-1790.5;-517.1;2546.7;2.6273
40;2;4;-686.0;-505.2;361.6;0.1955
24;3;7;-575.9;-454.6;242.5;0.1202
12;8;7;-626.1;-447.4;357.5;0.0687
5;6;7;-668.5;-446.5;444.0;0.0793
3;8;3;-1196.9;-479.2;1435.3;1.3305
24;6;9;-863.0;-473.0;780.1;0.0718
26;7;10;-621.1;-464.1;314.0;0.0759
37;2;5;-553.4;-443.2;220.5;0.0773
18;2;10;-547.7;-467.4;160.4;0.0762
49;3;3;-604.9;-441.0;327.9;0.1355
11;4;6;-633.6;-439.8;387.6;0.0646
19;10;6;-646.7;-450.8;391.8;0.051
28;7;8;-538.6;-408.2;260.8;0.0708
21;3;1;-714.6;-536.9;355.3;0.0651
16;2;8;-536.7;-445.0;183.5;0.1073
45;2;2;-646.1;-527.9;236.3;0.2042
50;3;4;-785.2;-540.4;489.7;3.7886
11;8;5;-561.3;-535.1;52.4;7.2867
43;7;8;-575.4;-410.5;329.8;0.0727
10;7;2;-615.2;-481.4;267.7;0.0739
34;2;7;-604.5;-557.8;93.3;5.0257
1;4;1;-901.1;-512.5;777.2;0.0584
31;5;10;-622.2;-459.0;326.3;0.086
33;4;9;-784.3;-478.7;611.4;0.0961
27;10;10;-1028.1;-479.4;1097.5;0.456
2;3;3;-641.6;-444.6;393.9;0.1458
18;10;4;-638.5;-549.2;178.7;3.6737
12;4;4;-577.2;-552.7;48.9;5.2682
38;3;6;-636.4;-442.4;388.0;0.0656
22;3;3;-616.9;-435.0;363.7;0.1148
30;8;8;-526.5;-407.3;238.4;0.0703
29;5;9;-696.6;-487.3;418.6;0.0886
24;9;10;-649.6;-469.2;360.7;0.0711
26;8;9;-866.9;-467.1;799.6;0.0617
50;2;1;-695.5;-590.4;210.1;0.0831
10;6;7;-764.4;-437.4;654.0;0.077
34;3;2;-603.6;-485.6;235.9;0.1216
23;10;8;-525.2;-407.2;236.1;0.0579
22;2;6;-575.4;-504.8;141.2;0.2135
9;10;9;-1369.6;-538.5;1662.2;1.2188
46;3;5;-585.9;-430.1;311.5;0.1054
12;5;1;-774.2;-505.8;536.9;0.0532
25;4;8;-514.4;-411.1;206.7;0.1188
3;4;3;-637.8;-439.0;397.6;0.1302
38;2;3;-913.2;-496.4;833.7;4.2594
11;10;2;-675.4;-483.9;382.9;0.0659
49;2;6;-572.4;-506.4;131.9;0.2435
12;9;2;-616.0;-479.5;273.1;0.0779
50;10;9;-823.5;-495.1;656.8;0.0651
13;6;5;-614.9;-416.3;397.1;0.0679
41;9;8;-561.1;-538.9;44.4;7.666
32;6;8;-535.0;-408.7;252.6;0.0813
21;2;4;-610.8;-500.9;219.8;0.1374
7;6;5;-560.1;-534.6;50.9;7.1472
8;7;4;-573.6;-553.9;39.5;6.2223
45;3;7;-580.7;-454.2;253.0;0.1231
1;8;1;-852.5;-509.9;685.1;0.0469
11;5;3;-650.2;-437.7;424.9;0.1101
48;10;8;-509.3;-408.1;202.6;0.0565
42;5;9;-1510.3;-496.0;2028.6;0.3409
40;4;10;-596.6;-455.5;282.3;0.0871
35;5;8;-515.4;-407.6;215.6;0.1008
28;3;3;-598.5;-442.7;311.6;0.1258
16;6;3;-700.2;-439.8;520.7;0.0875
32;3;6;-629.9;-445.2;369.5;0.065
17;9;4;-664.7;-551.8;225.9;3.459
45;6;9;-604.4;-579.9;49.0;4.955
47;7;10;-1070.9;-472.2;1197.4;0.486
18;4;4;-1077.4;-506.9;1141.0;0.3088
12;10;4;-689.6;-549.7;279.8;2.9781
36;9;9;-598.3;-579.0;38.5;5.7137
40;3;1;-692.8;-669.4;46.7;5.5116
8;3;3;-1035.4;-458.9;1153.1;0.8137
34;8;10;-613.1;-469.9;286.2;0.0826
39;4;9;-696.4;-480.7;431.4;0.1085
24;2;2;-603.3;-536.1;134.3;0.2926
7;2;2;-640.8;-527.9;225.8;0.2054
5;8;10;-641.4;-463.3;356.3;0.073
49;7;8;-526.6;-408.7;235.8;0.077
14;5;5;-644.0;-407.1;473.8;0.0737
46;10;10;-623.4;-470.0;306.8;0.0659
50;5;10;-617.8;-460.3;315.2;0.0854
15;6;1;-795.6;-507.3;576.6;0.0485
31;3;4;-1142.4;-524.1;1236.5;2.7278
22;7;8;-1482.7;-433.9;2097.5;0.4484
13;10;6;-597.2;-573.0;48.4;6.6963
14;9;6;-867.2;-452.5;829.3;0.0536
43;3;3;-696.9;-445.6;502.8;0.1974
10;3;9;-600.5;-580.2;40.7;6.8873
12;2;10;-554.7;-469.0;171.3;0.0736
9;8;3;-718.3;-435.2;566.1;0.0849
17;5;7;-609.9;-451.3;317.3;0.0906
6;9;2;-2024.8;-517.4;3014.6;0.6432
4;3;10;-575.1;-454.1;242.0;0.0889
18;8;7;-677.1;-440.8;472.6;0.0645
39;6;3;-1053.7;-449.8;1207.8;0.3237
37;4;4;-1123.5;-528.1;1190.9;3.3314
38;9;4;-751.6;-546.8;409.5;2.4599
22;9;1;-787.2;-508.5;557.4;0.046
47;7;5;-1626.5;-441.4;2370.2;0.4225
15;8;8;-2277.3;-451.9;3650.8;0.5532
46;8;2;-634.7;-478.6;312.1;0.0783
23;6;6;-2348.9;-517.6;3662.7;2.4373
49;5;2;-637.8;-481.5;312.6;0.1034
11;2;7;-510.2;-466.8;86.8;0.1533
35;7;2;-610.4;-480.6;259.6;0.0919
50;9;6;-2390.4;-509.7;3761.4;2.5694
25;10;5;-622.0;-415.6;412.8;0.055
34;8;5;-692.5;-418.1;548.7;0.0658
14;5;10;-617.5;-461.6;311.9;0.0919
16;4;9;-785.1;-469.8;630.5;0.0892
3;5;10;-933.2;-469.8;927.0;0.1809
19;9;9;-1716.0;-545.6;2341.0;2.1149
45;4;3;-645.0;-433.8;422.4;0.1183
4;6;4;-943.9;-535.6;816.5;1.2835
50;5;5;-554.3;-536.0;36.5;5.9438
2;10;2;-647.5;-483.4;328.2;0.0676
34;4;6;-622.0;-433.5;377.0;0.0596
3;6;8;-548.2;-409.1;278.1;0.0781
44;7;7;-578.4;-560.7;35.5;5.7216
21;9;3;-838.1;-445.9;784.4;0.1202
20;6;4;-1088.0;-528.5;1119.0;1.8483
33;2;8;-535.2;-442.7;185.1;0.0964
12;2;5;-578.3;-450.6;255.3;0.0894
37;8;7;-1073.4;-546.9;1053.0;5.3086
38;5;7;-1534.7;-458.2;2153.0;0.4039
24;10;7;-654.7;-444.1;421.2;0.06
48;6;6;-746.2;-444.8;602.8;0.0619
22;5;2;-601.2;-482.2;238.1;0.1221
46;4;1;-1130.8;-512.3;1236.9;0.0793
49;9;1;-784.2;-507.2;553.9;0.0504
48;3;8;-677.2;-425.4;503.6;0.1737
7;10;4;-859.2;-541.0;636.3;1.7517
40;8;6;-643.7;-444.3;398.7;0.0512
25;6;2;-606.6;-483.5;246.1;0.0989
24;9;5;-608.3;-414.2;388.2;0.0609
41;7;1;-797.6;-503.4;588.4;0.047
46;3;10;-591.3;-456.2;270.2;0.0845
32;8;1;-828.6;-511.2;634.8;0.0487
5;9;3;-1003.4;-450.2;1106.4;0.3114
44;2;9;-612.9;-513.1;199.6;0.1017
14;10;9;-928.9;-477.3;903.2;0.06
8;2;10;-679.9;-478.5;402.9;0.1061
17;2;3;-779.9;-504.8;550.1;6.0678
33;7;6;-693.3;-445.1;496.3;0.0533
3;7;7;-731.6;-444.0;575.1;0.0725
43;4;7;-652.0;-454.5;395.1;0.1142
27;10;1;-991.4;-524.5;933.7;0.0503
29;7;3;-671.2;-436.8;468.8;0.0887
28;8;4;-631.6;-549.3;164.6;2.635
27;5;4;-1257.7;-524.2;1467.0;2.9931
32;4;2;-616.6;-482.2;268.7;0.1369
4;10;6;-715.8;-452.5;526.7;0.0486
13;6;10;-1400.8;-486.6;1828.4;0.6146
43;8;4;-898.7;-538.6;720.1;1.7725
11;7;9;-1087.9;-487.1;1201.7;0.1908
28;4;7;-680.6;-444.2;472.7;0.1032
42;7;3;-650.2;-439.8;420.8;0.093
27;9;7;-647.6;-444.9;405.4;0.0616
31;8;3;-1019.4;-452.4;1134.0;0.3258
23;3;8;-507.0;-415.9;182.4;0.1355
14;2;1;-749.5;-596.9;305.0;0.1099
30;7;4;-1040.0;-530.7;1018.6;1.1228
7;5;1;-1094.4;-507.2;1174.4;0.0939
4;2;3;-730.4;-464.9;530.9;0.3955
40;4;5;-630.2;-410.6;439.0;0.0889
9;9;10;-607.7;-474.5;266.3;0.0816
26;10;3;-747.8;-437.4;620.8;0.0778
24;5;6;-711.3;-441.8;539.1;0.0612
35;3;9;-1201.6;-551.1;1301.0;1.7224
43;9;1;-813.2;-508.2;610.1;0.0484
37;2;10;-549.1;-467.6;162.9;0.0715
26;7;5;-692.7;-417.0;551.5;0.0643
28;5;2;-621.8;-478.3;287.2;0.1105
27;8;2;-643.2;-478.6;329.2;0.0745
42;6;6;-714.5;-442.2;544.7;0.0604
5;5;3;-655.1;-433.1;444.0;0.1232
32;5;7;-662.0;-446.7;430.6;0.088
6;2;1;-677.1;-597.3;159.5;0.1771
18;2;5;-566.7;-443.2;247.0;0.0931
39;2;8;-530.5;-441.5;178.1;0.0923
24;4;3;-1010.3;-440.6;1139.3;0.276
9;6;8;-549.6;-410.7;277.9;0.0784
44;10;5;-637.3;-416.4;441.8;0.0555
31;9;6;-705.0;-449.6;510.6;0.0508
8;10;2;-657.6;-481.1;353.1;0.0712
14;3;4;-695.8;-548.9;293.8;5.3344
30;6;1;-696.7;-669.1;55.2;6.715
36;10;6;-655.4;-443.4;424.0;0.0477
6;7;9;-965.4;-475.7;979.3;0.0673
7;9;1;-882.0;-512.2;739.6;0.048
25;7;7;-642.4;-454.8;375.2;0.0719
40;9;3;-644.6;-435.5;418.2;0.0767
41;6;4;-1034.7;-533.5;1002.4;1.6492
13;9;9;-1183.4;-482.3;1402.3;0.1461
9;5;10;-1675.5;-485.9;2379.1;0.9373
11;8;10;-626.5;-468.7;315.5;0.0805
1;7;5;-619.2;-416.1;406.3;0.0777
31;5;5;-853.9;-421.9;864.0;0.1292
43;5;2;-1890.1;-510.0;2760.2;0.876
29;6;6;-592.3;-572.5;39.6;7.992
28;9;1;-824.8;-513.6;622.4;0.0471
10;5;8;-511.0;-408.0;205.9;0.1082
27;4;1;-763.5;-504.0;519.0;0.0523
32;9;4;-576.7;-555.1;43.2;7.4242
37;10;4;-605.5;-553.0;104.9;2.3481
45;10;7;-620.5;-451.9;337.2;0.0576
17;3;6;-633.6;-441.3;384.7;0.0678
33;6;3;-748.4;-436.8;623.3;0.1036
21;8;6;-967.3;-458.1;1018.4;0.1232
44;6;2;-620.8;-481.0;279.5;0.0876
1;3;2;-604.8;-486.6;236.4;0.1313
3;9;10;-626.8;-462.7;328.1;0.0704
45;9;5;-655.5;-414.8;481.4;0.0627
17;6;8;-520.2;-408.1;224.3;0.0852
20;7;1;-745.2;-503.6;483.2;0.0488
29;3;8;-514.0;-414.9;198.2;0.1376
34;5;3;-667.8;-439.7;456.3;0.1152
48;7;3;-779.3;-447.5;663.8;0.1951
46;10;1;-849.9;-514.5;670.7;0.0487
22;4;7;-611.9;-444.5;334.8;0.1046
46;5;4;-572.9;-553.8;38.2;3.9566
34;10;2;-636.7;-484.4;304.5;0.0647
49;8;4;-575.0;-554.4;41.2;5.2392
19;6;10;-623.8;-465.4;316.7;0.0873
27;3;10;-914.0;-466.8;894.3;0.2447
36;6;5;-662.9;-408.8;508.2;0.0709
25;2;9;-619.9;-514.5;210.8;0.1114
37;9;2;-922.7;-484.9;875.7;0.1277
38;4;2;-599.2;-483.1;232.2;0.1302
22;8;4;-929.0;-542.3;773.6;4.2452
23;7;3;-956.1;-451.3;1009.7;0.4579
46;9;7;-674.9;-445.2;459.3;0.0683
49;4;7;-612.1;-450.8;322.6;0.1053
9;7;7;-643.5;-453.7;379.6;0.0815
39;7;6;-869.8;-448.7;842.2;0.0603
2;2;10;-548.5;-467.3;162.5;0.0705
37;5;1;-795.3;-504.4;581.8;0.0534
38;8;1;-799.2;-510.1;578.2;0.0486
6;6;6;-2577.6;-510.8;4133.6;1.9481
21;4;5;-603.2;-406.8;392.7;0.0764
45;5;6;-652.1;-440.5;423.3;0.0587
47;10;3;-1029.3;-484.7;1089.2;0.9339
50;8;3;-1337.4;-460.6;1753.6;0.7012
11;3;2;-655.7;-488.9;333.4;0.1245
35;6;7;-635.6;-451.0;369.1;0.0752
42;3;8;-510.9;-414.2;193.4;0.1389
35;5;5;-884.0;-528.6;710.7;6.706
3;9;1;-882.0;-512.2;739.6;0.048
21;7;7;-688.4;-442.7;491.3;0.071
44;9;3;-647.5;-437.6;419.8;0.0836
45;6;4;-623.1;-551.2;143.7;5.3254
17;9;9;-841.0;-467.2;747.4;0.0583
15;8;10;-627.0;-469.1;315.9;0.0806
18;4;9;-758.8;-487.0;543.5;0.118
5;7;5;-644.7;-412.7;463.9;0.0642
36;9;4;-691.3;-548.8;284.9;3.2774
39;4;4;-858.3;-524.8;667.0;1.2665
33;10;4;-569.7;-553.6;32.2;2.7965
41;10;7;-734.1;-452.7;562.8;0.0678
13;3;6;-826.5;-453.0;747.0;0.0815
37;6;3;-745.9;-436.5;618.8;0.1071
47;5;2;-602.8;-481.4;242.7;0.1184
48;8;2;-606.8;-479.1;255.3;0.0756
49;7;5;-684.7;-417.6;534.2;0.0743
14;5;8;-560.5;-538.7;43.8;5.3052
23;4;1;-2287.5;-625.0;3325.0;2.0048
1;5;3;-532.5;-512.3;40.4;5.5123
36;5;7;-638.9;-446.5;384.8;0.0921
39;8;7;-664.2;-445.5;437.5;0.0701
2;2;1;-674.0;-596.5;155.0;0.1801
47;9;1;-1373.6;-520.5;1706.2;0.0882
31;3;9;-676.1;-494.5;363.3;0.1027
33;2;10;-554.0;-468.3;171.5;0.0753
22;7;5;-767.7;-418.8;697.9;0.0665
48;4;1;-728.0;-500.9;454.3;0.0544
23;8;2;-1252.2;-494.3;1515.8;0.1661
46;6;6;-1016.9;-445.3;1143.2;0.1548
40;10;5;-553.5;-534.2;38.6;5.7344
50;7;2;-629.3;-603.8;51.0;6.6055
35;9;6;-738.5;-443.7;589.8;0.0498
10;3;4;-1079.9;-516.2;1127.6;1.3786
34;6;1;-816.8;-504.9;623.8;0.0481
32;10;6;-967.3;-455.1;1024.5;0.078
2;7;9;-766.4;-491.5;549.8;0.0699
20;4;3;-659.6;-437.1;444.8;0.1232
19;2;3;-943.4;-487.5;911.7;1.5551
4;8;2;-620.7;-477.8;285.8;0.0725
6;2;10;-933.1;-545.7;774.8;2.9383
33;5;1;-905.8;-522.1;767.4;0.0563
48;3;10;-584.1;-455.7;256.7;0.0793
2;6;6;-818.7;-452.4;732.6;0.0613
29;5;4;-1047.6;-507.8;1079.6;0.3683
26;8;4;-1090.3;-522.9;1134.6;0.9276
27;7;3;-1195.8;-451.5;1488.6;0.3239
42;9;7;-642.6;-447.1;390.9;0.0631
29;10;1;-692.4;-670.0;44.8;8.113
15;3;2;-601.8;-485.4;232.6;0.1224
9;10;4;-576.7;-554.0;45.4;5.4312
31;6;7;-676.8;-443.7;466.2;0.0798
46;3;8;-523.0;-417.5;211.0;0.1325
25;4;5;-672.2;-414.8;514.7;0.0831
41;5;6;-1009.8;-456.9;1105.9;0.0765
43;10;3;-687.0;-438.5;497.1;0.076
30;5;3;-680.8;-433.6;494.5;0.1167
25;8;6;-665.8;-445.9;439.8;0.0521
40;6;2;-614.9;-480.9;268.2;0.0811
28;10;3;-538.0;-514.7;46.7;7.8992
5;3;2;-605.0;-486.6;236.7;0.1287
7;9;10;-777.6;-477.1;601.1;0.1415
41;9;5;-1961.6;-451.1;3021.0;0.5757
13;6;8;-575.6;-411.0;329.3;0.0838
24;7;1;-837.1;-510.9;652.5;0.0533
9;5;1;-676.5;-501.0;351.0;0.0536
23;3;10;-567.5;-455.3;224.3;0.09
32;6;5;-675.6;-425.9;499.5;0.0703
21;2;9;-606.6;-512.2;188.8;0.101
33;9;2;-624.1;-603.1;42.0;8.093
29;9;7;-641.5;-449.0;385.1;0.0625
42;10;1;-935.2;-515.8;838.8;0.0501
26;4;7;-613.3;-453.8;319.0;0.1125
42;5;4;-868.2;-539.0;658.4;1.4487
30;10;2;-635.1;-478.6;312.9;0.0691
40;7;7;-1180.6;-460.7;1439.9;0.3297
25;9;3;-678.9;-435.3;487.1;0.0803
24;6;4;-997.8;-528.9;937.8;0.7476
37;2;8;-525.5;-449.0;153.0;0.1245
8;7;9;-879.0;-480.8;796.4;0.066
38;10;6;-742.1;-448.6;587.0;0.0509
6;10;2;-1137.5;-591.6;1091.9;5.0672
30;4;6;-622.4;-437.6;369.5;0.0629
7;6;8;-537.3;-412.8;249.0;0.0773
29;8;2;-603.2;-482.1;242.1;0.0849
26;5;2;-627.7;-479.9;295.6;0.0995
42;4;1;-803.6;-509.6;588.1;0.0597
28;7;5;-709.9;-412.7;594.3;0.0713
39;2;10;-558.0;-468.5;178.9;0.0762
4;4;2;-600.9;-483.3;235.2;0.1354
16;2;5;-521.4;-440.1;162.7;0.0759
8;2;1;-677.1;-597.3;159.5;0.1771
33;8;7;-707.1;-437.0;540.1;0.0659
20;10;7;-639.3;-455.1;368.3;0.0603
29;4;1;-721.4;-501.4;440.1;0.0538
50;3;9;-606.7;-579.8;53.8;5.8215
26;9;1;-3752.4;-602.6;6299.6;3.2718
43;7;5;-621.6;-412.1;418.9;0.0677
11;8;8;-514.2;-407.8;212.9;0.0664
42;8;2;-624.0;-480.0;288.0;0.0794
27;6;6;-765.8;-452.6;626.5;0.0656
19;3;6;-741.3;-448.4;585.8;0.0739
39;10;4;-579.6;-554.9;49.5;5.0032
33;4;4;-595.5;-553.8;83.5;3.9207
10;5;10;-577.6;-558.8;37.6;7.9912
12;4;9;-799.4;-478.0;642.8;0.0932
7;5;10;-623.6;-460.7;326.0;0.1023
9;9;1;-882.0;-512.2;739.6;0.048
41;4;3;-546.5;-512.4;68.3;6.2573
15;2;7;-515.3;-467.1;96.4;0.1484
31;7;2;-630.3;-478.7;303.1;0.0867
21;10;5;-631.8;-415.6;432.4;0.0573
30;8;5;-621.4;-409.1;424.6;0.0608
17;6;10;-644.1;-468.8;350.6;0.0841
47;8;4;-618.4;-550.8;135.3;4.3848
15;7;9;-901.2;-479.3;844.0;0.0697
48;5;4;-1091.3;-533.8;1115.0;2.8563
48;10;1;-919.3;-518.4;801.7;0.0472
46;7;3;-672.4;-434.0;476.8;0.0909
23;9;7;-1194.4;-542.9;1302.9;3.0241
36;4;2;-605.8;-479.7;252.1;0.1274
39;9;2;-625.0;-480.2;289.5;0.0715
38;6;5;-795.3;-418.0;754.7;0.0875
29;3;10;-641.6;-461.1;360.9;0.0857
3;5;1;-1094.4;-507.2;1174.4;0.0939
19;6;8;-522.8;-408.8;227.9;0.0844
44;4;5;-592.8;-417.3;351.1;0.1
22;10;3;-852.7;-447.6;810.1;0.1492
20;5;6;-636.5;-437.7;397.5;0.0555
35;8;3;-1267.9;-471.2;1593.4;1.447
50;6;7;-663.0;-439.5;446.9;0.0752
27;3;8;-509.0;-414.8;188.5;0.1402
10;2;1;-702.3;-592.5;219.5;0.088
34;7;4;-586.1;-556.5;59.1;2.6866
49;10;3;-644.3;-437.3;414.2;0.0734
44;8;6;-819.6;-454.5;730.2;0.0543
21;6;2;-1937.8;-516.9;2841.8;0.9698
20;9;5;-681.7;-421.5;520.4;0.0635
45;7;1;-831.4;-515.6;631.6;0.0525
3;10;4;-577.6;-552.8;49.8;6.6731
47;4;7;-676.4;-443.7;465.4;0.1051
23;10;1;-695.4;-668.2;54.3;4.4641
48;9;7;-1319.3;-463.8;1710.9;0.3578
23;5;4;-958.6;-528.3;860.5;1.2771
8;6;6;-597.1;-572.6;49.1;7.0868
42;3;10;-554.8;-454.4;200.9;0.1007
40;2;9;-608.3;-512.4;191.8;0.096
36;8;1;-3848.4;-584.1;6528.6;1.2681
1;9;3;-1124.1;-457.1;1334.0;0.4705
10;10;9;-606.3;-579.2;54.2;6.6301
39;5;1;-3753.3;-593.7;6319.3;3.1719
13;2;3;-532.5;-512.9;39.2;5.0685
37;7;6;-695.7;-447.4;496.6;0.0535
7;7;7;-919.8;-552.7;734.1;5.5138
16;9;2;-616.4;-482.2;268.6;0.0756
19;4;2;-628.4;-603.6;49.7;6.1661
17;6;5;-641.7;-414.9;453.6;0.0716
45;9;8;-919.2;-416.6;1005.2;0.1412
15;10;2;-1776.4;-508.6;2535.7;0.4553
29;3;5;-610.2;-416.9;386.5;0.0869
38;6;10;-624.3;-468.4;311.9;0.0841
15;5;3;-867.7;-437.8;859.8;0.1512
46;5;9;-1396.8;-550.9;1691.8;1.8661
44;4;10;-578.4;-457.5;241.7;0.0994
49;8;9;-1186.5;-474.6;1423.7;0.1004
36;6;8;-543.3;-409.9;266.9;0.0836
25;2;4;-843.1;-530.4;625.4;1.33
3;6;5;-769.0;-421.2;695.5;0.0849
41;3;7;-548.5;-459.9;177.1;0.1291
5;8;1;-694.0;-670.0;48.1;5.8131
20;9;10;-647.6;-469.7;355.9;0.0767
22;8;9;-881.1;-474.8;812.7;0.0661
4;6;9;-1013.5;-471.6;1083.8;0.0743
14;6;7;-696.8;-441.1;511.4;0.0763
30;3;2;-598.0;-486.0;223.8;0.1272
27;10;8;-561.4;-538.9;45.0;7.0974
16;5;1;-770.6;-504.3;532.6;0.0526
21;4;8;-508.8;-407.7;202.1;0.1237
19;8;1;-1117.8;-655.4;924.8;4.1388
8;5;2;-599.5;-482.6;233.9;0.1252
7;4;3;-642.9;-438.1;409.5;0.1233
18;7;6;-792.8;-566.6;452.3;3.6588
4;3;1;-813.3;-539.4;547.8;0.0674
26;2;6;-578.0;-505.8;144.5;0.2326
42;3;5;-622.2;-415.6;413.1;0.0822
11;6;1;-2399.4;-593.4;3612.0;0.8143
35;3;4;-798.4;-496.2;604.4;0.1778
26;7;8;-530.0;-409.6;240.9;0.0762
17;10;6;-743.8;-450.7;586.1;0.0537
10;9;6;-932.9;-454.4;957.1;0.0686
18;2;8;-853.0;-454.0;798.0;0.4447
42;10;10;-634.1;-472.7;322.9;0.0698
39;2;5;-590.9;-445.6;290.7;0.0953
28;7;10;-577.9;-559.1;37.6;7.6003
4;7;6;-599.9;-573.9;52.1;5.0468
13;5;7;-703.1;-448.0;510.2;0.0886
2;9;2;-626.8;-602.7;48.3;6.5383
47;3;3;-624.1;-440.8;366.6;0.1174
14;3;9;-647.8;-489.0;317.6;0.1
16;2;10;-549.2;-467.7;163.1;0.0722
12;6;3;-1134.4;-444.0;1380.7;0.7905
36;3;6;-819.3;-447.6;743.3;0.0771
13;9;4;-580.7;-555.4;50.6;6.4273
41;6;9;-838.6;-481.8;713.5;0.0762
43;7;10;-943.4;-549.0;788.7;2.5513
16;10;4;-713.9;-548.9;330.0;3.4209
31;5;8;-505.5;-409.5;192.0;0.106
10;5;5;-609.6;-415.1;388.9;0.0848
44;3;1;-706.8;-545.6;322.4;0.0782
32;9;9;-922.8;-471.7;902.2;0.06
29;10;10;-617.6;-473.4;288.4;0.0715
30;8;10;-693.8;-467.6;452.4;0.0972
20;2;2;-628.5;-602.8;51.6;5.5754
3;2;2;-627.1;-536.5;181.2;0.3451
1;8;10;-648.8;-465.3;367.0;0.0757
48;3;5;-601.5;-421.6;359.8;0.09
7;10;9;-970.6;-475.0;991.1;0.0549
12;7;6;-688.8;-444.4;488.7;0.0545
36;2;3;-753.3;-502.5;501.6;4.7014
2;5;2;-614.7;-480.0;269.3;0.1024
24;9;8;-508.9;-406.8;204.1;0.0623
13;8;1;-2428.1;-551.7;3752.8;0.4137
35;10;9;-599.0;-579.8;38.3;6.4606
44;2;4;-850.0;-535.6;628.7;1.3754
20;3;7;-581.5;-454.0;255.1;0.1319
1;7;8;-513.8;-409.8;208.0;0.0811
28;8;9;-853.6;-466.4;774.4;0.0569
27;5;9;-1564.5;-486.7;2155.5;0.6497
25;4;10;-1687.0;-483.8;2406.4;0.8908
6;7;4;-608.1;-551.4;113.4;2.3656
9;6;5;-664.7;-414.7;500.0;0.0689
1;4;10;-600.2;-456.2;288.0;0.0984
41;9;10;-625.7;-474.8;301.7;0.0822
11;7;4;-576.1;-553.0;46.1;5.2254
43;8;9;-867.8;-459.5;816.7;0.0562
35;2;1;-693.7;-590.3;206.7;0.0768
46;10;8;-566.0;-412.7;306.7;0.0571
10;8;3;-736.2;-504.3;464.0;3.5536
47;2;6;-567.4;-504.8;125.3;0.2161
32;6;10;-620.1;-461.1;318.0;0.0805
23;3;5;-607.8;-415.0;385.5;0.084
30;7;9;-818.4;-472.3;692.1;0.0663
40;4;8;-491.9;-411.1;161.7;0.1335
13;4;2;-624.6;-479.9;289.3;0.1164
9;2;2;-613.6;-519.5;188.2;0.0879
5;4;1;-804.9;-505.9;598.0;0.0541
35;5;10;-615.5;-458.6;313.7;0.088
37;4;9;-766.3;-483.4;566.0;0.0961
23;10;10;-636.5;-466.1;340.8;0.071
6;3;3;-642.1;-444.8;394.6;0.1658
38;9;9;-603.4;-579.6;47.5;5.7894
15;8;5;-640.9;-411.8;458.2;0.0677
47;7;8;-530.9;-407.9;246.0;0.0728
14;7;2;-614.2;-481.2;266.0;0.0793
30;2;7;-518.0;-467.4;101.3;0.1532
26;3;3;-666.8;-443.0;447.7;0.1448
34;8;8;-559.4;-411.7;295.4;0.0669
16;4;4;-1137.4;-515.2;1244.5;1.5283
49;7;10;-801.5;-466.0;671.1;0.1293
19;9;4;-913.8;-537.9;751.7;1.3987
18;6;3;-532.3;-512.9;38.9;6.5953
50;5;8;-510.6;-408.6;204.0;0.0976
16;8;7;-701.0;-441.9;518.1;0.0675
8;9;2;-2443.2;-551.3;3784.0;2.2582
19;5;7;-1801.6;-478.5;2646.2;0.6199
1;6;7;-684.6;-449.6;470.2;0.0826
7;8;3;-678.7;-433.6;490.1;0.0867
20;6;9;-776.5;-492.1;568.7;0.0796
22;7;10;-633.4;-464.6;337.7;0.0735
33;2;5;-1574.9;-490.3;2169.2;0.8342
25;3;1;-715.3;-538.7;353.4;0.0693
12;2;8;-531.9;-441.8;180.2;0.0844
48;10;10;-578.6;-557.9;41.4;4.8755
41;2;2;-619.0;-519.6;198.9;0.0831
