Run;K;level;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
35;6;syntax;-1381.9;-1060.4;643.1;0.0707
3;7;phonology;-357.6;-233.8;247.7;0.0395
29;2;morphology;-1130.6;-1093.2;75.0;0.0553
22;4;syntax;-1177.3;-1081.2;192.2;0.1347
49;10;morphology;-1121.9;-847.8;548.2;0.0379
4;7;syntax;-1560.8;-1058.1;1005.5;0.0618
17;7;morphology;-993.5;-848.2;290.6;0.0407
43;7;morphology;-1064.3;-858.5;411.6;0.0401
24;9;phonology;-351.9;-239.9;224.1;0.039
30;8;morphology;-1071.4;-843.7;455.5;0.0388
34;3;syntax;-1229.6;-1121.5;216.1;0.1144
5;4;phonology;-272.1;-237.9;68.4;0.0438
28;7;morphology;-1055.1;-840.3;429.6;0.0397
40;4;phonology;-272.5;-237.5;70.1;0.0456
12;9;syntax;-1619.9;-1058.0;1123.7;0.0525
2;4;syntax;-1178.7;-1082.2;193.0;0.1386
16;2;morphology;-1131.1;-1093.1;76.1;0.057
20;9;morphology;-1082.3;-843.0;478.6;0.0389
24;2;syntax;-1268.6;-1218.1;101.0;0.1317
41;10;syntax;-1565.3;-1056.3;1018.0;0.0476
47;7;phonology;-419.1;-415.8;6.5;7.6212
34;8;phonology;-371.8;-243.5;256.6;0.0392
8;8;syntax;-1415.8;-1070.9;689.7;0.0582
50;5;phonology;-331.6;-231.1;201.1;0.0417
38;6;morphology;-1023.0;-851.8;342.2;0.0407
12;2;phonology;-339.1;-323.6;31.0;0.0932
44;4;morphology;-950.4;-881.2;138.5;0.0401
9;3;syntax;-1233.1;-1121.5;223.1;0.1163
45;9;phonology;-389.1;-241.1;295.8;0.0394
18;9;syntax;-1580.9;-1057.0;1047.8;0.0521
8;4;syntax;-1182.0;-1080.2;203.6;0.1353
17;4;syntax;-1180.4;-1081.7;197.4;0.1376
22;7;morphology;-1025.3;-853.8;343.0;0.0398
36;6;phonology;-340.0;-230.0;220.1;0.0403
37;10;phonology;-2702.7;-286.3;4832.7;0.4873
35;5;morphology;-952.6;-875.0;155.3;0.0407
1;7;morphology;-989.9;-849.3;281.1;0.0399
21;4;phonology;-273.1;-237.9;70.3;0.0453
17;10;morphology;-1051.1;-849.7;402.8;0.0382
49;7;morphology;-951.7;-847.7;207.9;0.0408
26;7;phonology;-367.1;-232.4;269.5;0.0395
20;10;syntax;-1566.2;-1062.8;1006.8;0.0486
3;3;syntax;-1221.8;-1131.4;180.8;0.124
41;9;morphology;-1035.1;-847.7;374.8;0.0382
45;2;syntax;-1269.0;-1217.9;102.2;0.1359
18;2;phonology;-339.9;-323.5;32.7;0.0893
32;6;morphology;-1052.6;-853.8;397.6;0.0398
4;3;phonology;-303.8;-274.1;59.4;0.0523
2;8;syntax;-1460.2;-1063.6;793.4;0.0564
31;5;phonology;-323.8;-224.9;197.9;0.0415
5;8;phonology;-346.7;-237.4;218.6;0.0396
10;7;syntax;-1387.9;-1074.4;627.0;0.0645
25;4;morphology;-950.6;-881.2;138.8;0.0408
37;2;phonology;-339.2;-323.4;31.7;0.0946
8;10;syntax;-1513.2;-1055.3;915.9;0.0499
23;3;morphology;-1024.1;-970.1;107.8;0.0452
27;8;syntax;-1594.9;-1047.8;1094.3;0.0552
28;5;syntax;-1267.0;-1069.1;395.8;0.0995
11;8;phonology;-381.0;-235.0;291.9;0.0402
43;5;syntax;-1310.5;-1074.6;471.9;0.1019
48;3;morphology;-1024.1;-970.1;108.0;0.0441
4;5;syntax;-1286.6;-1069.6;433.8;0.0915
3;5;phonology;-340.2;-227.1;226.2;0.0411
33;2;morphology;-1131.2;-1093.2;76.0;0.0564
38;4;syntax;-1182.5;-1080.4;204.3;0.1325
37;9;syntax;-1616.5;-1041.6;1149.7;0.0505
18;10;phonology;-343.9;-246.4;194.9;0.039
44;6;syntax;-1431.5;-1060.5;742.0;0.0734
19;6;phonology;-345.4;-233.6;223.5;0.0401
9;9;phonology;-355.6;-238.9;233.4;0.0391
27;3;phonology;-304.7;-275.2;59.0;0.0523
11;3;syntax;-1214.7;-1118.3;192.8;0.115
15;8;morphology;-1080.5;-864.9;431.3;0.039
38;10;morphology;-1091.4;-845.3;492.4;0.0381
8;2;phonology;-337.5;-322.7;29.7;0.0863
35;7;syntax;-1358.9;-1074.3;569.2;0.0669
9;5;phonology;-332.0;-228.1;207.8;0.0406
42;3;morphology;-1023.9;-970.1;107.7;0.0455
14;5;phonology;-333.1;-225.8;214.5;0.0407
49;5;syntax;-1289.1;-1066.7;444.7;0.0964
46;8;syntax;-1608.2;-1052.7;1110.9;0.0563
17;6;morphology;-1062.8;-861.5;402.5;0.0412
22;5;syntax;-1257.1;-1080.2;353.8;0.0971
29;3;morphology;-1024.3;-970.2;108.2;0.0441
2;10;syntax;-1818.1;-1056.6;1523.0;0.047
7;6;morphology;-1030.6;-852.2;356.7;0.0404
2;2;phonology;-338.0;-323.1;29.9;0.0861
32;10;morphology;-1043.9;-842.4;403.1;0.0372
10;5;morphology;-951.4;-875.2;152.4;0.042
46;3;phonology;-298.5;-276.5;44.1;0.0531
25;6;syntax;-1387.1;-1058.2;657.7;0.0788
5;2;syntax;-1276.2;-1218.9;114.5;0.1314
3;9;phonology;-352.2;-241.8;220.7;0.0388
13;6;phonology;-339.4;-232.1;214.6;0.0391
12;10;phonology;-417.6;-414.6;6.0;4.1733
32;4;syntax;-1182.3;-1081.1;202.4;0.1303
39;2;morphology;-1131.6;-1093.3;76.6;0.0553
4;9;syntax;-1786.8;-1069.7;1434.3;0.0535
26;5;syntax;-1303.0;-1066.6;472.9;0.0963
29;8;syntax;-1611.1;-1058.5;1105.1;0.0569
13;6;morphology;-983.7;-849.0;269.4;0.0409
3;6;morphology;-1009.1;-852.8;312.7;0.0409
39;2;phonology;-338.2;-323.8;28.9;0.0786
6;10;syntax;-1527.3;-1051.1;952.4;0.0488
31;7;syntax;-1354.1;-1059.9;588.2;0.0653
46;3;morphology;-1024.2;-970.1;108.3;0.0454
10;5;phonology;-310.1;-226.7;166.9;0.0415
42;8;syntax;-1493.9;-1059.9;868.0;0.0556
17;6;phonology;-320.7;-226.7;188.2;0.04
16;10;phonology;-373.4;-248.1;250.5;0.0391
29;3;phonology;-302.2;-275.2;54.1;0.0529
7;9;phonology;-343.2;-243.8;198.9;0.0385
39;9;syntax;-1494.4;-1058.9;871.0;0.0509
36;4;syntax;-1173.1;-1082.4;181.3;0.1399
6;2;phonology;-338.9;-323.1;31.5;0.0933
36;10;morphology;-1085.5;-854.4;462.3;0.0378
21;6;syntax;-1356.6;-1065.1;582.9;0.0771
1;2;syntax;-1275.3;-1218.7;113.2;0.139
14;5;morphology;-972.4;-873.6;197.6;0.0417
42;3;phonology;-295.2;-275.2;39.9;0.0517
15;8;phonology;-337.9;-235.3;205.2;0.0381
48;8;syntax;-1544.9;-1047.1;995.6;0.0541
47;5;syntax;-1273.2;-1065.0;416.4;0.0913
7;5;phonology;-312.7;-223.9;177.6;0.0413
50;7;syntax;-1534.0;-1059.0;950.0;0.0643
33;2;phonology;-338.4;-323.5;29.9;0.0815
9;6;morphology;-998.4;-850.1;296.7;0.0402
19;6;morphology;-970.7;-846.7;248.0;0.042
27;3;morphology;-1024.7;-970.1;109.1;0.0455
23;8;syntax;-1646.7;-1047.0;1199.3;0.0567
15;3;syntax;-1225.0;-1120.4;209.1;0.1139
48;3;phonology;-301.4;-277.6;47.6;0.0535
11;8;morphology;-1018.8;-854.1;329.4;0.0398
37;2;morphology;-1131.1;-1093.2;76.0;0.0553
33;9;syntax;-1525.3;-1056.6;937.5;0.053
23;3;phonology;-298.8;-277.1;43.5;0.052
40;6;syntax;-1407.3;-1063.5;687.6;0.0745
5;7;morphology;-1122.2;-842.7;559.1;0.0392
31;5;morphology;-950.1;-875.2;149.8;0.0411
13;10;morphology;-1042.8;-845.3;394.8;0.0378
25;4;phonology;-271.6;-237.7;67.7;0.0442
26;7;morphology;-1015.4;-854.1;322.5;0.0414
18;2;morphology;-1130.7;-1093.1;75.3;0.055
41;9;phonology;-396.9;-244.9;303.8;0.0391
13;4;syntax;-1178.9;-1083.4;190.9;0.1425
32;6;phonology;-317.8;-229.9;175.8;0.0395
33;10;phonology;-417.4;-414.7;5.3;4.8822
35;5;phonology;-327.4;-225.3;204.1;0.0411
6;8;syntax;-1549.1;-1055.2;987.9;0.0553
21;4;morphology;-950.9;-881.3;139.1;0.0406
1;8;phonology;-364.0;-234.7;258.6;0.0388
14;7;syntax;-1427.4;-1052.6;749.7;0.0624
49;7;phonology;-332.2;-228.2;208.1;0.0393
7;3;syntax;-1239.6;-1124.5;230.1;0.1235
45;9;morphology;-1100.0;-846.5;507.1;0.0382
41;2;syntax;-1269.7;-1218.2;103.1;0.1326
24;10;syntax;-1575.6;-1066.5;1018.2;0.0483
22;7;phonology;-326.8;-228.9;195.7;0.0391
36;6;morphology;-1085.3;-860.6;449.5;0.0413
50;5;morphology;-952.1;-874.7;154.8;0.0408
1;4;phonology;-271.9;-237.2;69.5;0.0453
39;10;phonology;-1376.1;-398.2;1955.9;3.0321
38;6;phonology;-369.3;-233.7;271.2;0.0396
44;4;phonology;-271.4;-237.4;68.0;0.0447
19;4;syntax;-1177.5;-1081.5;192.0;0.1339
6;4;syntax;-1178.1;-1081.4;193.4;0.1287
16;9;syntax;-1480.2;-1053.8;852.7;0.052
12;2;morphology;-1131.0;-1093.3;75.5;0.0556
20;9;phonology;-358.5;-241.3;234.3;0.0387
47;7;morphology;-1063.1;-864.0;398.2;0.0402
19;10;morphology;-1076.4;-844.7;463.4;0.037
34;8;morphology;-1009.4;-852.8;313.3;0.0399
30;3;syntax;-1211.4;-1117.7;187.4;0.113
28;7;phonology;-343.8;-235.6;216.4;0.0394
16;2;phonology;-338.6;-323.5;30.1;0.0907
40;4;morphology;-952.7;-881.5;142.5;0.0398
43;7;phonology;-347.5;-230.2;234.6;0.0393
45;10;syntax;-1629.3;-1063.3;1131.9;0.0498
24;9;morphology;-1087.8;-848.1;479.3;0.0385
20;2;syntax;-1268.2;-1217.9;100.6;0.1371
30;8;phonology;-342.2;-237.2;210.0;0.0398
18;7;morphology;-987.2;-850.4;273.6;0.0399
46;10;morphology;-1046.7;-851.4;390.6;0.0385
22;9;syntax;-1444.4;-1066.0;756.7;0.0532
26;2;morphology;-1130.6;-1093.2;74.8;0.0552
32;3;phonology;-302.7;-273.2;58.9;0.0511
2;4;morphology;-951.4;-881.4;140.0;0.0399
46;4;syntax;-1174.0;-1081.1;185.7;0.1438
49;9;syntax;-1430.4;-1058.1;744.7;0.052
14;9;phonology;-417.8;-414.7;6.1;6.7964
22;2;phonology;-338.9;-323.6;30.6;0.0949
41;7;syntax;-1495.4;-1059.5;871.8;0.0622
8;8;morphology;-1067.0;-853.5;426.8;0.0394
32;8;syntax;-1393.4;-1074.1;638.6;0.0593
36;3;morphology;-1024.5;-970.2;108.6;0.0438
9;3;morphology;-1024.0;-970.2;107.5;0.0452
10;9;morphology;-1055.2;-843.2;424.0;0.0381
49;2;phonology;-338.3;-323.4;29.7;0.0797
14;2;syntax;-1269.6;-1218.0;103.2;0.1349
43;9;syntax;-1506.1;-1059.9;892.5;0.0514
11;4;phonology;-274.1;-238.4;71.4;0.0448
47;2;morphology;-1131.2;-1093.2;76.1;0.0559
27;10;morphology;-1075.5;-854.6;441.8;0.0377
8;4;morphology;-952.3;-881.2;142.1;0.0404
30;6;syntax;-1287.4;-1076.9;420.9;0.0749
38;3;phonology;-302.1;-276.5;51.2;0.0505
6;7;phonology;-418.9;-415.1;7.5;5.6907
28;9;syntax;-1655.8;-1062.5;1186.7;0.0509
27;4;syntax;-1182.5;-1079.3;206.5;0.1336
12;7;morphology;-1046.3;-855.5;381.7;0.041
1;7;syntax;-1455.1;-1058.4;793.4;0.0619
20;7;syntax;-1494.9;-1054.0;881.9;0.0652
43;2;phonology;-340.8;-323.9;33.8;0.0886
15;4;morphology;-950.5;-881.2;138.7;0.04
3;3;morphology;-1025.4;-970.5;109.8;0.0441
37;5;syntax;-1287.0;-1067.8;438.4;0.0921
38;8;syntax;-1551.4;-1050.5;1002.0;0.0537
2;8;morphology;-1057.1;-862.6;389.0;0.0395
10;10;syntax;-1484.1;-1062.9;842.4;0.0495
16;7;phonology;-318.7;-230.5;176.4;0.0391
28;2;phonology;-338.2;-323.0;30.4;0.087
31;2;syntax;-1271.4;-1218.2;106.4;0.1341
35;9;morphology;-1018.6;-860.0;317.3;0.0395
21;8;phonology;-347.1;-231.7;230.8;0.0391
46;6;morphology;-1036.4;-855.2;362.3;0.0409
13;3;morphology;-1024.7;-970.2;109.1;0.0436
17;8;syntax;-1525.5;-1061.4;928.1;0.0579
18;5;syntax;-1291.3;-1067.6;447.3;0.0934
45;5;phonology;-342.2;-229.4;225.7;0.042
39;7;phonology;-328.3;-233.4;189.8;0.0392
4;5;morphology;-953.8;-874.7;158.2;0.0412
31;9;phonology;-364.0;-243.4;241.2;0.039
43;10;phonology;-368.5;-247.1;242.8;0.0383
42;6;phonology;-339.1;-229.9;218.5;0.0395
21;3;syntax;-1211.0;-1117.7;186.7;0.1099
25;8;morphology;-1053.7;-842.2;423.0;0.0392
28;10;phonology;-1116.8;-254.6;1724.4;0.1267
29;6;phonology;-309.8;-224.6;170.3;0.0396
41;5;morphology;-985.7;-871.8;227.8;0.0404
17;3;phonology;-301.7;-277.2;49.0;0.0516
33;7;phonology;-3118.3;-275.8;5685.0;1.2064
35;10;syntax;-1639.4;-1047.9;1183.0;0.0476
50;2;syntax;-1273.3;-1218.5;109.6;0.1409
27;6;morphology;-1039.9;-859.4;361.1;0.04
12;5;syntax;-1288.5;-1063.9;449.0;0.091
40;8;phonology;-370.1;-237.5;265.4;0.0389
19;3;morphology;-1023.6;-970.1;106.9;0.0457
7;6;syntax;-1335.0;-1071.3;527.3;0.0734
24;5;phonology;-317.2;-224.9;184.7;0.0417
4;10;phonology;-389.8;-247.5;284.6;0.039
30;4;morphology;-951.3;-881.2;140.3;0.0398
50;9;phonology;-393.5;-247.0;292.9;0.0393
37;7;morphology;-1014.9;-854.2;321.4;0.0405
5;2;morphology;-1130.4;-1093.0;74.8;0.0556
40;3;syntax;-1244.2;-1123.4;241.7;0.1099
44;8;morphology;-1091.6;-834.0;515.2;0.0384
23;6;phonology;-322.4;-230.9;183.0;0.0394
22;10;phonology;-2567.0;-290.5;4553.0;0.7764
20;5;morphology;-953.1;-875.6;155.0;0.0402
4;9;morphology;-1064.1;-847.7;432.8;0.0393
48;6;phonology;-300.5;-227.2;146.5;0.039
15;6;syntax;-1388.7;-1056.6;664.1;0.0722
49;10;phonology;-2689.1;-377.3;4623.6;3.4064
34;4;phonology;-272.4;-237.5;69.9;0.0454
3;6;syntax;-1351.4;-1067.7;567.4;0.0792
20;5;phonology;-350.9;-232.5;236.7;0.0417
48;6;morphology;-1061.1;-867.4;387.2;0.0408
34;4;morphology;-951.9;-881.1;141.6;0.0404
4;6;phonology;-327.5;-229.0;196.8;0.0397
50;9;morphology;-1132.2;-851.4;561.7;0.0386
31;10;syntax;-1470.6;-1050.9;839.6;0.0484
37;7;phonology;-348.8;-230.1;237.4;0.039
16;5;syntax;-1260.1;-1079.4;361.3;0.1045
19;8;syntax;-1492.8;-1067.4;850.9;0.0554
44;8;phonology;-354.2;-237.0;234.3;0.0389
23;6;morphology;-1056.6;-860.5;392.2;0.0409
11;6;syntax;-1432.0;-1051.5;760.9;0.0696
24;5;morphology;-951.4;-874.8;153.1;0.041
4;10;morphology;-1148.5;-855.5;586.0;0.0378
30;4;phonology;-272.1;-237.3;69.6;0.0445
33;7;morphology;-1066.6;-850.7;431.8;0.0405
1;2;morphology;-1131.2;-1093.1;76.3;0.0589
27;6;phonology;-338.4;-232.8;211.3;0.0389
26;10;phonology;-408.0;-247.8;320.4;0.0385
19;3;phonology;-300.0;-276.5;47.1;0.0559
44;3;syntax;-1213.7;-1118.8;189.8;0.1057
40;8;morphology;-987.8;-855.6;264.5;0.0393
29;6;morphology;-999.9;-849.5;300.8;0.041
17;3;morphology;-1022.8;-970.1;105.4;0.0443
13;8;syntax;-1503.7;-1057.4;892.6;0.0561
41;5;phonology;-3852.5;-345.6;7013.8;3.6221
50;10;syntax;-1601.4;-1056.7;1089.5;0.0482
35;2;syntax;-1273.5;-1218.6;109.9;0.1369
31;9;morphology;-1068.6;-856.7;423.7;0.0388
42;6;morphology;-1062.8;-857.4;410.8;0.0402
25;8;phonology;-334.6;-236.1;197.0;0.039
9;6;syntax;-1364.5;-1065.7;597.5;0.0764
45;5;morphology;-964.4;-873.7;181.4;0.0408
13;3;phonology;-300.8;-275.8;50.1;0.055
39;7;morphology;-1024.5;-853.0;343.1;0.0406
35;9;phonology;-1086.6;-254.8;1663.7;0.1616
25;3;syntax;-1214.5;-1118.1;192.6;0.1135
21;8;morphology;-1021.0;-831.5;379.0;0.0381
47;10;phonology;-348.9;-240.5;216.7;0.0387
46;6;phonology;-322.1;-233.5;177.2;0.0403
2;7;phonology;-350.9;-231.8;238.3;0.0396
48;10;morphology;-1070.5;-850.6;439.7;0.0383
5;7;syntax;-1625.8;-1058.9;1133.9;0.0669
16;7;morphology;-1029.1;-855.0;348.1;0.0401
28;2;morphology;-1130.6;-1093.1;74.9;0.0559
23;4;syntax;-1175.4;-1081.6;187.7;0.141
23;10;morphology;-1151.9;-852.7;598.3;0.0382
47;9;syntax;-1554.0;-1049.4;1009.3;0.0498
48;4;syntax;-1182.0;-1079.6;204.8;0.1311
15;4;phonology;-271.4;-237.6;67.7;0.0449
43;2;morphology;-1130.8;-1093.2;75.1;0.0556
34;6;syntax;-1393.0;-1059.1;667.7;0.0733
38;3;morphology;-1024.7;-970.2;108.9;0.0453
33;5;syntax;-1287.9;-1059.5;456.7;0.0896
6;8;morphology;-1085.1;-841.3;487.6;0.0397
12;7;phonology;-335.6;-231.1;209.0;0.0389
14;10;syntax;-1560.2;-1054.3;1011.8;0.0491
47;2;phonology;-338.7;-323.3;30.8;0.089
11;4;morphology;-951.0;-881.2;139.6;0.0404
24;7;syntax;-1526.3;-1044.5;963.5;0.0606
7;3;morphology;-1023.8;-970.1;107.4;0.0447
6;4;morphology;-949.1;-881.1;135.9;0.0399
49;2;morphology;-1131.4;-1093.1;76.8;0.0563
42;4;syntax;-1175.0;-1081.7;186.5;0.1413
10;9;phonology;-357.5;-240.0;234.9;0.0385
29;10;morphology;-1056.8;-846.3;421.0;0.0378
29;4;syntax;-1179.2;-1081.6;195.2;0.1399
26;9;syntax;-1599.4;-1045.6;1107.7;0.0517
22;2;morphology;-1130.9;-1093.2;75.4;0.0575
42;10;morphology;-1057.5;-845.5;423.8;0.0381
36;3;phonology;-301.7;-274.8;53.8;0.053
8;7;phonology;-1232.3;-245.3;1974.1;0.0995
14;9;morphology;-1076.3;-838.1;476.4;0.038
10;2;syntax;-1271.8;-1218.3;107.0;0.1391
18;7;phonology;-1291.3;-243.0;2096.7;0.1562
45;7;syntax;-1512.9;-1051.6;922.5;0.0602
26;2;phonology;-339.0;-323.3;31.5;0.0929
36;8;syntax;-1450.4;-1049.2;802.5;0.0582
39;5;syntax;-1284.8;-1074.6;420.4;0.0986
32;3;morphology;-1023.5;-969.9;107.3;0.0436
30;5;phonology;-323.9;-228.6;190.8;0.0412
3;8;syntax;-1439.7;-1058.1;763.1;0.0552
24;4;morphology;-950.5;-881.3;138.3;0.0398
11;7;syntax;-1367.3;-1078.2;578.1;0.0646
4;8;phonology;-349.7;-231.7;235.8;0.039
40;9;morphology;-1113.4;-858.7;509.3;0.0388
2;3;syntax;-1205.5;-1134.8;141.3;0.1357
44;2;syntax;-1268.3;-1217.9;100.7;0.1308
19;2;phonology;-338.4;-323.3;30.3;0.0892
27;7;phonology;-327.2;-232.6;189.1;0.0388
21;10;syntax;-1695.7;-1048.3;1294.9;0.0492
5;3;phonology;-301.9;-273.6;56.5;0.0503
33;6;morphology;-1036.7;-852.7;368.0;0.0413
34;5;morphology;-951.3;-876.1;150.5;0.0415
16;10;morphology;-1064.4;-852.9;423.0;0.0381
48;7;morphology;-989.6;-850.7;277.9;0.0407
20;4;phonology;-271.5;-237.7;67.6;0.0447
23;7;morphology;-1000.4;-851.2;298.4;0.04
16;4;syntax;-1180.5;-1081.6;197.8;0.1377
44;9;phonology;-350.4;-241.4;217.9;0.039
19;9;syntax;-1482.8;-1061.1;843.4;0.0525
9;4;syntax;-1175.4;-1082.3;186.2;0.1477
36;10;phonology;-3392.9;-297.8;6190.2;0.7994
37;6;phonology;-346.5;-228.4;236.2;0.039
50;8;morphology;-1018.8;-850.7;336.2;0.0393
39;6;morphology;-1053.7;-855.0;397.3;0.0402
13;2;phonology;-338.5;-323.1;30.7;0.0879
45;4;morphology;-950.8;-881.6;138.5;0.0393
8;3;syntax;-1202.1;-1135.3;133.7;0.1242
40;10;syntax;-1655.3;-1055.2;1200.2;0.0489
46;7;phonology;-362.3;-233.1;258.4;0.0392
21;9;morphology;-1038.6;-854.0;369.4;0.0391
25;2;syntax;-1270.1;-1218.1;103.9;0.1364
9;8;syntax;-1538.4;-1059.7;957.5;0.056
35;8;phonology;-357.1;-235.9;242.5;0.0388
4;4;phonology;-271.0;-237.3;67.3;0.0435
13;9;syntax;-1487.9;-1047.5;880.9;0.0504
3;4;syntax;-1181.6;-1079.9;203.4;0.1379
41;4;phonology;-267.8;-237.5;60.6;0.0438
17;2;morphology;-1132.1;-1093.2;77.8;0.056
29;7;morphology;-1126.6;-846.7;559.9;0.0392
25;9;phonology;-365.7;-239.1;253.3;0.0387
42;7;morphology;-959.1;-848.3;221.7;0.0398
31;8;morphology;-1012.6;-833.2;358.8;0.0381
35;3;syntax;-1233.9;-1122.1;223.6;0.1136
13;10;phonology;-1819.6;-265.0;3109.3;0.3127
12;6;phonology;-327.5;-230.2;194.5;0.0395
2;9;phonology;-349.6;-236.5;226.2;0.0387
33;4;syntax;-1180.7;-1080.8;199.9;0.1358
5;9;syntax;-1672.6;-1059.6;1225.8;0.0527
38;2;morphology;-1131.3;-1093.1;76.5;0.0573
3;2;phonology;-338.8;-323.6;30.5;0.0931
33;10;morphology;-1051.0;-841.5;418.9;0.0376
24;6;syntax;-1406.5;-1056.6;699.8;0.0726
4;2;syntax;-1274.8;-1218.4;112.8;0.1326
11;5;morphology;-951.9;-875.7;152.3;0.0415
47;3;phonology;-302.1;-274.8;54.6;0.052
23;5;syntax;-1280.2;-1063.2;433.8;0.0945
28;3;morphology;-1023.8;-970.2;107.2;0.0442
16;6;morphology;-986.6;-849.0;275.1;0.0409
6;6;morphology;-1058.8;-858.0;401.6;0.0402
3;10;syntax;-1548.1;-1058.7;978.8;0.0483
34;7;syntax;-1401.1;-1066.6;669.1;0.0646
8;5;phonology;-311.4;-223.3;176.3;0.0415
43;3;morphology;-1024.8;-970.2;109.2;0.0425
47;8;syntax;-3898.7;-1065.6;5666.2;0.1705
15;5;phonology;-303.1;-222.2;161.7;0.0408
48;5;syntax;-1286.1;-1075.1;422.0;0.0971
10;3;syntax;-1211.9;-1117.8;188.2;0.1092
14;8;morphology;-1004.0;-851.6;304.7;0.0398
39;10;morphology;-1083.2;-845.5;475.5;0.0377
9;2;phonology;-338.2;-323.2;30.2;0.086
32;2;morphology;-1131.0;-1093.2;75.6;0.0591
36;9;syntax;-1486.9;-1071.4;830.9;0.0525
39;4;syntax;-1180.6;-1081.2;198.8;0.1403
26;3;phonology;-300.0;-276.8;46.4;0.0516
8;9;phonology;-370.7;-241.3;258.8;0.0382
45;6;syntax;-4918.8;-1108.4;7620.7;0.4515
18;6;phonology;-4015.8;-331.8;7367.9;2.3872
19;10;phonology;-388.2;-250.4;275.6;0.0393
5;5;syntax;-1272.7;-1077.8;389.9;0.1027
42;5;syntax;-1296.6;-1063.5;466.2;0.0956
10;8;phonology;-340.5;-234.3;212.5;0.0393
49;3;morphology;-1024.1;-970.1;107.9;0.0448
2;5;phonology;-316.7;-236.5;160.4;0.0412
9;10;syntax;-1493.8;-1066.0;855.6;0.0495
36;2;phonology;-336.8;-322.5;28.5;0.0823
22;3;morphology;-1024.5;-970.2;108.7;0.0444
29;5;syntax;-1295.9;-1074.1;443.5;0.1014
26;8;syntax;-1479.1;-1076.9;804.3;0.0573
36;2;morphology;-1131.1;-1093.2;75.8;0.0552
32;9;syntax;-1403.0;-1068.7;668.6;0.0547
41;6;syntax;-1394.9;-1053.5;682.7;0.0733
22;3;phonology;-298.8;-275.0;47.6;0.0493
14;3;syntax;-1213.3;-1118.2;190.2;0.1081
49;3;phonology;-300.2;-276.5;47.3;0.052
10;8;morphology;-1074.4;-838.2;472.4;0.0384
32;2;phonology;-344.9;-325.6;38.5;0.0719
8;6;morphology;-1088.6;-862.3;452.5;0.0413
26;3;morphology;-1024.0;-970.1;107.7;0.0441
22;8;syntax;-1586.3;-1042.6;1087.5;0.0543
18;6;morphology;-1029.5;-852.5;354.0;0.0406
46;5;syntax;-1302.0;-1069.1;465.9;0.0978
14;8;phonology;-358.2;-235.3;245.8;0.0386
49;8;syntax;-1559.7;-1054.0;1011.5;0.055
1;5;syntax;-1292.9;-1071.2;443.3;0.0945
6;5;phonology;-330.0;-230.0;200.1;0.0424
7;2;phonology;-338.3;-323.0;30.5;0.0875
37;10;morphology;-1086.9;-847.0;479.8;0.0378
15;5;morphology;-951.4;-875.6;151.6;0.0423
43;3;phonology;-300.5;-272.7;55.7;0.0517
20;6;syntax;-1404.1;-1066.8;674.5;0.0752
6;9;phonology;-362.1;-248.4;227.3;0.0381
28;3;phonology;-302.5;-275.2;54.6;0.0526
17;10;phonology;-371.3;-247.3;247.9;0.0384
16;6;phonology;-336.6;-229.5;214.1;0.0394
37;4;syntax;-1178.4;-1079.9;197.0;0.1311
38;9;syntax;-1477.6;-1069.0;817.2;0.0537
1;9;syntax;-1595.1;-1054.4;1081.3;0.0523
30;7;syntax;-1444.4;-1061.0;766.8;0.0618
47;3;morphology;-1029.0;-970.5;117.0;0.0447
43;8;syntax;-1447.8;-1064.5;766.7;0.0558
11;5;phonology;-324.5;-225.3;198.3;0.0413
12;6;morphology;-1077.2;-859.9;434.4;0.0404
28;8;syntax;-1679.1;-1051.2;1255.8;0.0552
27;5;syntax;-1304.8;-1074.2;461.2;0.0984
7;10;syntax;-1398.7;-1378.6;40.2;7.125
2;6;morphology;-1019.2;-847.5;343.2;0.0407
38;2;phonology;-337.6;-322.8;29.6;0.0839
25;9;morphology;-1013.7;-851.9;323.7;0.0389
21;2;syntax;-1269.1;-1218.1;102.1;0.137
42;7;phonology;-330.6;-246.7;167.7;0.0401
44;10;syntax;-1484.1;-1074.3;819.7;0.0493
31;8;phonology;-359.9;-238.4;242.8;0.039
17;2;phonology;-337.8;-323.3;29.0;0.0829
41;4;morphology;-950.8;-881.2;139.1;0.0404
29;7;phonology;-351.0;-233.3;235.4;0.0383
46;7;morphology;-1006.8;-853.0;307.6;0.0401
18;10;morphology;-1062.6;-859.0;407.1;0.038
21;9;phonology;-372.9;-238.7;268.5;0.0393
35;8;morphology;-1046.5;-857.3;378.4;0.0388
31;3;syntax;-1241.5;-1123.4;236.2;0.1217
39;6;phonology;-333.5;-229.5;208.0;0.0393
38;10;phonology;-372.3;-248.0;248.6;0.0387
7;4;syntax;-1177.9;-1082.1;191.7;0.1371
17;9;syntax;-1525.9;-1060.0;931.8;0.052
45;4;phonology;-272.4;-238.3;68.2;0.0446
18;4;syntax;-1175.4;-1082.2;186.4;0.1385
13;2;morphology;-1130.8;-1093.1;75.4;0.0577
25;10;syntax;-1586.8;-1060.9;1051.8;0.0483
23;7;phonology;-334.6;-230.8;207.5;0.0387
44;9;morphology;-1082.7;-851.7;462.1;0.0387
6;3;syntax;-1213.3;-1117.7;191.2;0.1068
