Run;K;level;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
40;2;syntax;-1269.2;-1218.1;102.3;0.1333
37;6;morphology;-984.8;-848.4;272.8;0.0408
50;8;phonology;-350.4;-235.2;230.3;0.039
1;3;phonology;-303.8;-275.3;57.1;0.0542
7;8;syntax;-1420.5;-1059.7;721.4;0.0561
34;5;phonology;-330.5;-226.5;208.0;0.0413
15;7;syntax;-1528.1;-1062.0;932.3;0.0621
48;7;phonology;-845.3;-235.3;1219.9;0.0911
20;4;morphology;-950.1;-881.1;138.0;0.0396
19;2;morphology;-1131.3;-1093.2;76.2;0.0577
12;4;syntax;-1177.2;-1081.0;192.3;0.132
40;9;phonology;-3800.5;-311.5;6978.1;1.5141
27;7;morphology;-1007.9;-831.6;352.6;0.0387
50;3;syntax;-1205.9;-1116.5;178.7;0.1105
32;10;phonology;-422.1;-416.5;11.3;6.8172
33;6;phonology;-319.7;-228.8;181.8;0.0399
30;5;morphology;-968.0;-873.2;189.6;0.0409
4;7;morphology;-983.4;-851.0;264.8;0.0418
24;4;phonology;-271.2;-237.8;66.8;0.0446
12;10;morphology;-1034.4;-839.6;389.6;0.0379
7;5;morphology;-986.3;-874.1;224.4;0.0414
46;5;phonology;-328.3;-228.9;198.8;0.0412
49;8;phonology;-4101.2;-295.1;7612.2;0.7863
14;8;syntax;-1544.4;-1060.8;967.2;0.0548
10;3;morphology;-1024.9;-970.3;109.3;0.0451
45;6;morphology;-1002.1;-850.5;303.2;0.0417
22;8;phonology;-4128.6;-344.8;7567.7;4.2053
39;4;morphology;-950.7;-881.1;139.0;0.0404
36;9;morphology;-1092.9;-850.6;484.5;0.0389
9;6;phonology;-336.9;-229.9;214.1;0.0394
32;2;syntax;-1268.5;-1218.1;100.9;0.1346
49;3;syntax;-1210.9;-1117.5;187.0;0.1183
14;3;phonology;-302.0;-274.9;54.3;0.0523
42;5;morphology;-950.3;-875.3;150.0;0.0411
26;8;morphology;-19506.9;-946.1;37121.6;0.7293
29;5;morphology;-964.8;-873.5;182.6;0.042
22;3;syntax;-1211.2;-1117.7;186.9;0.1093
41;6;phonology;-321.7;-229.8;183.8;0.0396
40;10;phonology;-427.3;-251.0;352.6;0.0391
32;9;phonology;-2028.8;-268.0;3521.7;0.2547
9;10;morphology;-1102.3;-854.3;496.0;0.0381
38;2;syntax;-1269.2;-1218.0;102.5;0.1296
3;6;phonology;-320.9;-229.3;183.2;0.0391
33;4;morphology;-951.3;-881.2;140.1;0.0398
7;10;phonology;-418.1;-415.2;5.8;6.6068
28;8;phonology;-418.5;-415.2;6.6;5.8335
27;5;phonology;-335.8;-227.3;216.9;0.0414
4;6;syntax;-1412.6;-1072.0;681.2;0.0759
43;8;phonology;-357.6;-235.5;244.2;0.0388
11;5;syntax;-1293.6;-1070.0;447.2;0.0935
24;6;morphology;-1062.4;-856.3;412.2;0.0406
30;7;phonology;-337.4;-231.8;211.3;0.0397
36;10;syntax;-1494.9;-1067.2;855.5;0.0502
3;10;morphology;-1103.6;-858.0;491.1;0.0382
37;4;phonology;-272.0;-237.8;68.4;0.0455
38;9;phonology;-374.3;-243.2;262.1;0.0389
16;6;syntax;-1286.7;-1082.6;408.3;0.079
7;9;morphology;-1021.2;-854.6;333.1;0.0384
28;3;syntax;-1211.0;-1117.9;186.0;0.1044
23;5;morphology;-951.6;-874.9;153.5;0.0416
21;10;phonology;-365.5;-247.3;236.4;0.0383
20;6;phonology;-334.7;-228.4;212.6;0.0397
48;5;morphology;-989.9;-871.0;237.8;0.0413
47;8;morphology;-1031.8;-848.3;366.9;0.0398
43;3;syntax;-1222.7;-1118.9;207.5;0.1131
6;2;morphology;-1130.6;-1093.0;75.2;0.0569
34;7;morphology;-952.8;-847.4;210.7;0.0399
17;9;phonology;-362.2;-238.7;246.9;0.0388
18;4;phonology;-273.0;-237.6;70.9;0.0454
45;4;syntax;-1174.4;-1082.4;184.1;0.1384
1;4;morphology;-951.6;-881.5;140.2;0.0398
39;6;syntax;-1433.6;-1063.6;739.9;0.0749
31;3;phonology;-302.4;-278.9;47.1;0.0552
25;2;morphology;-1130.9;-1093.1;75.6;0.0566
21;9;syntax;-1613.0;-1060.1;1105.7;0.0528
8;7;syntax;-1445.6;-1074.5;742.1;0.0633
45;10;morphology;-1012.1;-858.2;307.8;0.0384
29;7;syntax;-1491.1;-1058.3;865.4;0.0621
17;2;syntax;-1271.7;-1218.4;106.6;0.1384
13;9;morphology;-1104.3;-853.3;501.9;0.0388
35;3;morphology;-1023.9;-970.1;107.6;0.0435
31;8;syntax;-1560.1;-1051.9;1016.4;0.0557
19;10;syntax;-1500.7;-1065.3;870.9;0.051
42;7;syntax;-1429.7;-1055.9;747.5;0.0651
21;2;phonology;-339.0;-323.3;31.5;0.0909
11;7;morphology;-1074.5;-858.3;432.4;0.0403
2;7;syntax;-1488.4;-1047.2;882.3;0.0606
24;4;syntax;-1176.1;-1081.7;188.9;0.1371
5;7;phonology;-317.7;-231.4;172.5;0.0389
33;6;syntax;-1341.2;-1066.3;549.7;0.0788
50;3;phonology;-304.3;-274.5;59.6;0.0528
24;10;morphology;-1069.3;-843.3;451.8;0.0372
44;2;morphology;-1130.9;-1093.1;75.5;0.0573
12;4;phonology;-271.6;-237.4;68.3;0.0441
40;9;syntax;-1407.9;-1079.1;657.5;0.0537
48;7;syntax;-1592.9;-1047.2;1091.5;0.0627
13;10;syntax;-1538.2;-1051.2;974.0;0.0486
15;7;phonology;-346.3;-233.3;225.9;0.0383
1;8;morphology;-1048.2;-836.7;422.8;0.0386
34;5;syntax;-1286.9;-1070.4;433.0;0.0976
50;8;syntax;-1473.1;-1063.7;818.7;0.0551
19;9;morphology;-1056.4;-850.9;411.0;0.039
16;4;morphology;-950.1;-880.9;138.4;0.0397
40;2;phonology;-338.4;-323.1;30.6;0.0856
23;7;syntax;-1549.2;-1049.7;999.0;0.0615
37;6;syntax;-1333.6;-1068.1;530.8;0.0763
40;2;morphology;-1131.4;-1093.2;76.5;0.0564
16;4;phonology;-272.8;-238.0;69.6;0.0439
19;9;phonology;-419.3;-415.6;7.5;6.9879
44;9;syntax;-1424.5;-1071.5;706.0;0.0518
20;10;morphology;-1091.6;-841.6;499.9;0.038
20;4;syntax;-1175.4;-1081.4;187.9;0.1377
6;7;syntax;-1390.8;-1059.2;663.4;0.0642
15;7;morphology;-983.5;-849.8;267.4;0.0398
1;7;phonology;-302.5;-231.3;142.5;0.0386
50;3;morphology;-1023.3;-970.1;106.4;0.043
4;3;morphology;-1023.9;-970.1;107.7;0.0441
27;7;syntax;-1333.2;-1079.5;507.3;0.0674
12;4;morphology;-951.1;-881.3;139.8;0.0398
19;2;syntax;-1269.2;-1218.2;102.1;0.1362
44;2;phonology;-338.1;-323.1;30.0;0.0849
11;7;phonology;-356.6;-234.1;245.1;0.039
17;10;syntax;-1569.1;-1056.5;1025.1;0.0505
5;8;morphology;-1048.8;-844.8;408.0;0.039
30;5;syntax;-1285.0;-1058.9;452.1;0.0902
35;3;phonology;-302.6;-273.6;57.9;0.0529
41;10;morphology;-1053.8;-845.5;416.7;0.0381
21;2;morphology;-1131.1;-1093.2;75.9;0.0566
25;9;syntax;-1559.6;-1065.2;988.7;0.0552
13;9;phonology;-356.4;-240.0;232.8;0.0389
41;4;syntax;-1176.5;-1081.8;189.5;0.149
5;4;morphology;-950.8;-881.2;139.4;0.0398
31;3;morphology;-1023.9;-969.9;107.9;0.0437
35;8;syntax;-1532.0;-1046.6;970.8;0.0541
25;2;phonology;-338.9;-323.2;31.4;0.0886
46;7;syntax;-1474.3;-1063.9;820.9;0.0646
13;2;syntax;-1267.1;-1217.7;98.7;0.1307
18;4;morphology;-949.9;-881.2;137.5;0.04
17;9;morphology;-1038.5;-852.0;372.9;0.039
20;6;morphology;-1041.2;-856.1;370.2;0.0401
47;8;phonology;-310.4;-230.5;159.8;0.039
48;5;phonology;-341.9;-231.4;221.0;0.0414
15;5;syntax;-1276.9;-1074.7;404.4;0.0965
32;10;syntax;-4356.6;-1089.6;6534.0;0.183
34;7;phonology;-342.6;-234.0;217.1;0.0392
9;5;morphology;-952.4;-875.2;154.4;0.0412
3;10;phonology;-388.1;-247.6;280.9;0.0391
7;6;phonology;-330.9;-231.8;198.2;0.0397
38;9;morphology;-1101.6;-858.0;487.2;0.0391
37;4;morphology;-950.9;-881.3;139.3;0.04
23;5;phonology;-324.5;-225.7;197.7;0.0408
43;8;morphology;-1062.0;-842.5;439.0;0.0388
47;3;syntax;-1241.8;-1126.1;231.5;0.1182
25;10;phonology;-369.9;-249.6;240.6;0.0388
24;6;phonology;-326.7;-229.8;193.9;0.0391
2;2;morphology;-1131.4;-1093.2;76.4;0.0591
30;7;morphology;-1083.1;-850.3;465.5;0.0399
33;4;phonology;-275.7;-238.6;74.3;0.0443
7;10;morphology;-1082.7;-849.1;467.2;0.038
3;9;morphology;-1022.2;-852.6;339.1;0.0393
27;5;morphology;-957.2;-874.4;165.6;0.0422
28;8;morphology;-1093.9;-842.3;503.3;0.0387
12;6;syntax;-1407.1;-1057.5;699.3;0.0729
29;5;phonology;-309.8;-224.2;171.3;0.0408
26;8;phonology;-4442.1;-314.2;8255.7;1.0782
41;6;morphology;-1052.4;-854.8;395.2;0.0406
32;9;morphology;-1050.6;-845.6;410.0;0.0384
36;2;syntax;-1269.6;-1218.1;102.9;0.1328
9;10;phonology;-381.6;-244.0;275.1;0.0382
3;5;morphology;-952.7;-875.3;154.8;0.0412
38;10;syntax;-1640.8;-1057.2;1167.0;0.0474
42;5;phonology;-295.1;-221.0;148.2;0.041
10;8;syntax;-5705.5;-1076.3;9258.4;0.3982
14;3;morphology;-1024.1;-970.2;107.8;0.0447
18;6;syntax;-1396.1;-1069.1;654.0;0.0779
45;6;phonology;-308.6;-227.7;162.0;0.0392
44;10;phonology;-359.0;-245.3;227.4;0.0386
22;8;morphology;-1014.1;-847.3;333.5;0.0398
9;9;morphology;-1057.8;-854.0;407.6;0.039
26;3;syntax;-1230.5;-1120.6;219.8;0.12
36;9;phonology;-3104.7;-294.4;5620.6;0.847
39;4;phonology;-270.0;-237.6;64.8;0.0447
8;2;morphology;-1131.4;-1093.3;76.2;0.0556
10;3;phonology;-301.8;-275.9;51.8;0.0534
49;8;morphology;-1050.1;-855.0;390.3;0.0397
46;5;morphology;-953.1;-876.2;154.0;0.0415
44;3;phonology;-302.1;-275.4;53.4;0.054
19;3;syntax;-1206.0;-1116.7;178.5;0.1095
12;5;morphology;-953.5;-874.5;158.0;0.0417
7;2;syntax;-1267.7;-1217.9;99.7;0.13
27;6;syntax;-1489.8;-1064.8;850.0;0.0727
50;2;morphology;-1130.9;-1093.0;75.8;0.0574
30;10;morphology;-1060.9;-841.7;438.4;0.0375
6;9;syntax;-1451.0;-1066.6;768.7;0.0527
30;4;syntax;-1174.2;-1082.5;183.5;0.1396
1;9;phonology;-349.3;-239.2;220.1;0.039
11;6;phonology;-4234.9;-291.8;7886.3;1.2022
10;10;phonology;-419.5;-415.7;7.7;6.1727
16;5;phonology;-316.4;-223.8;185.2;0.0411
44;8;syntax;-1372.0;-1065.4;613.2;0.0566
19;8;phonology;-339.0;-237.3;203.2;0.039
40;3;morphology;-1023.5;-969.9;107.2;0.044
37;7;syntax;-1490.8;-1053.6;874.4;0.0603
5;6;morphology;-957.2;-843.4;227.6;0.0414
15;6;morphology;-1074.3;-864.9;418.9;0.0409
20;5;syntax;-1270.7;-1076.4;388.5;0.0984
46;6;syntax;-1398.6;-1064.6;667.9;0.0779
25;3;phonology;-302.6;-276.9;51.4;0.0531
35;9;syntax;-1581.1;-1056.6;1049.1;0.0512
31;2;morphology;-1131.1;-1093.2;75.9;0.0567
18;5;morphology;-951.6;-875.5;152.2;0.0415
17;8;morphology;-1086.2;-838.8;494.7;0.0393
13;3;syntax;-1214.6;-1118.7;191.8;0.1078
25;8;syntax;-1630.1;-1055.1;1150.0;0.0554
21;3;morphology;-1023.3;-970.1;106.3;0.0432
35;2;phonology;-337.6;-323.0;29.2;0.0875
1;5;phonology;-318.6;-224.3;188.5;0.0407
13;8;phonology;-360.5;-233.0;254.9;0.0389
41;5;syntax;-1281.8;-1066.4;430.8;0.0895
6;5;syntax;-1344.1;-1067.4;553.5;0.0971
30;6;morphology;-967.3;-847.5;239.6;0.0408
6;3;phonology;-299.2;-276.7;45.0;0.0511
24;7;phonology;-369.7;-234.5;270.4;0.0397
22;10;syntax;-1518.5;-1042.9;951.3;0.0494
47;2;syntax;-1276.5;-1218.8;115.4;0.1357
1;3;syntax;-1232.9;-1121.7;222.4;0.1114
43;9;morphology;-1079.0;-849.8;458.4;0.0384
7;8;phonology;-388.5;-240.4;296.1;0.0393
12;7;syntax;-1464.2;-1063.2;802.0;0.0634
49;10;syntax;-1599.9;-1062.9;1073.9;0.0513
27;4;morphology;-950.4;-881.0;139.0;0.0396
28;9;morphology;-1081.5;-855.0;453.2;0.0387
33;5;phonology;-326.6;-226.0;201.1;0.0416
34;6;phonology;-331.3;-231.3;200.1;0.04
35;10;phonology;-545.6;-253.5;584.2;0.0442
47;9;phonology;-359.8;-240.9;237.8;0.0388
15;4;syntax;-1258.2;-1086.3;343.7;0.1379
48;4;phonology;-272.8;-237.8;70.1;0.045
20;7;morphology;-1011.8;-852.5;318.5;0.0406
23;4;phonology;-271.6;-237.3;68.6;0.0442
15;10;morphology;-1072.7;-849.9;445.6;0.038
38;8;morphology;-1138.4;-842.9;590.9;0.0389
37;5;morphology;-952.8;-875.1;155.4;0.0403
3;7;morphology;-1027.9;-852.9;350.0;0.0396
36;8;phonology;-353.2;-233.6;239.2;0.039
39;5;phonology;-341.9;-230.3;223.2;0.0413
26;2;syntax;-1268.4;-1217.9;100.9;0.1339
22;9;morphology;-1045.7;-852.1;387.3;0.0385
43;10;syntax;-6235.5;-1098.9;10273.3;0.4106
45;7;phonology;-355.7;-232.3;246.8;0.0392
18;7;syntax;-1550.0;-1039.7;1020.5;0.0603
49;9;morphology;-1036.6;-851.4;370.5;0.039
46;4;morphology;-950.7;-881.3;138.8;0.0398
10;2;phonology;-338.5;-323.4;30.2;0.0858
28;10;syntax;-1584.8;-1047.5;1074.6;0.0492
9;7;morphology;-956.4;-849.6;213.5;0.0407
36;3;syntax;-1205.6;-1116.8;177.7;0.1083
32;8;morphology;-1030.8;-847.3;367.0;0.0396
41;7;morphology;-1049.0;-846.0;406.0;0.0404
29;4;phonology;-272.0;-237.4;69.2;0.0445
26;9;phonology;-360.9;-243.9;234.1;0.0393
14;2;morphology;-1131.7;-1093.2;76.9;0.0568
42;4;phonology;-271.1;-237.3;67.4;0.044
10;9;syntax;-1562.1;-1053.7;1016.8;0.0525
7;4;phonology;-270.5;-238.1;64.7;0.0442
42;4;morphology;-951.9;-880.9;141.9;0.0403
14;2;phonology;-338.2;-323.0;30.4;0.0863
49;2;syntax;-1270.4;-1217.9;105.0;0.1315
8;3;phonology;-302.0;-277.1;49.7;0.0533
32;8;phonology;-375.9;-239.2;273.4;0.0389
41;7;phonology;-1271.7;-242.4;2058.8;0.1544
47;10;syntax;-1533.6;-1060.5;946.2;0.0493
9;8;phonology;-1234.8;-246.8;1975.9;0.0976
22;2;syntax;-1268.8;-1217.8;101.9;0.1343
26;9;morphology;-1045.4;-848.6;393.6;0.0382
29;4;morphology;-950.3;-881.1;138.5;0.0398
10;2;morphology;-1131.0;-1093.1;75.7;0.0558
46;4;phonology;-276.4;-239.6;73.6;0.0452
4;4;syntax;-1186.2;-1078.5;215.5;0.1267
14;9;syntax;-1516.6;-1060.9;911.6;0.0527
49;9;phonology;-365.3;-243.2;244.2;0.0386
3;4;phonology;-270.4;-236.9;66.9;0.0434
32;3;syntax;-1209.5;-1117.4;184.0;0.1033
39;5;morphology;-957.3;-873.7;167.2;0.0411
36;8;morphology;-1081.9;-842.6;478.5;0.0395
50;10;phonology;-493.8;-251.2;485.1;0.0405
22;9;phonology;-419.2;-415.7;7.0;5.4634
45;7;morphology;-1081.6;-844.6;474.0;0.0393
23;4;morphology;-950.2;-881.1;138.1;0.0397
28;2;syntax;-1272.3;-1218.6;107.3;0.1317
3;8;phonology;-352.7;-247.7;210.0;0.0386
16;7;syntax;-1467.6;-1040.9;853.3;0.0599
37;5;phonology;-342.1;-234.7;214.7;0.042
38;8;phonology;-4315.7;-314.8;8001.8;1.3609
4;8;syntax;-1482.6;-1063.7;837.7;0.0569
2;3;phonology;-301.2;-275.5;51.4;0.0526
34;6;morphology;-1005.5;-850.4;310.3;0.0411
43;2;syntax;-1271.3;-1218.3;106.0;0.1335
5;3;syntax;-1206.9;-1135.0;143.8;0.1224
48;4;morphology;-950.2;-881.1;138.1;0.0398
47;9;morphology;-1122.8;-847.3;551.0;0.0384
26;10;syntax;-1519.9;-1066.2;907.4;0.05
20;7;phonology;-4335.1;-322.5;8025.3;1.438
11;10;morphology;-1057.8;-853.3;409.1;0.0388
28;9;phonology;-897.1;-250.9;1292.3;0.0686
27;4;phonology;-271.7;-238.1;67.2;0.0419
7;7;morphology;-1003.6;-842.9;321.4;0.04
33;5;morphology;-952.3;-874.8;155.1;0.0401
38;3;syntax;-1206.2;-1116.2;180.1;0.1111
30;6;phonology;-778.7;-234.4;1088.4;0.0724
31;10;phonology;-398.1;-248.1;300.0;0.0389
9;4;phonology;-272.6;-238.1;69.0;0.0447
24;7;morphology;-1019.1;-853.3;331.7;0.0408
43;9;phonology;-886.8;-244.9;1283.8;0.0739
11;4;syntax;-1179.8;-1081.0;197.6;0.1312
13;8;morphology;-1087.0;-844.4;485.3;0.0391
17;3;syntax;-1204.1;-1116.8;174.5;0.1103
29;6;syntax;-1428.9;-1056.8;744.2;0.0722
9;2;syntax;-1276.0;-1218.8;114.4;0.1414
21;3;phonology;-307.0;-277.5;59.0;0.0535
42;6;syntax;-1402.6;-1062.3;680.6;0.0715
31;9;syntax;-1715.1;-1051.2;1327.8;0.0512
8;9;syntax;-1572.9;-1064.8;1016.3;0.053
35;2;morphology;-1131.3;-1093.2;76.2;0.0559
39;7;syntax;-1467.5;-1054.6;825.8;0.0632
5;5;phonology;-289.1;-240.0;98.1;0.0419
2;5;syntax;-1287.5;-1071.7;431.6;0.1001
17;8;phonology;-365.1;-240.5;249.0;0.0389
45;5;syntax;-1294.0;-1069.6;448.8;0.0996
18;5;phonology;-335.9;-228.3;215.2;0.0422
21;8;syntax;-1514.5;-1034.1;960.8;0.0538
25;3;morphology;-1036.3;-971.1;130.4;0.0439
31;2;phonology;-337.8;-323.0;29.5;0.0849
2;9;syntax;-1618.1;-1060.1;1116.0;0.0528
34;4;syntax;-1175.0;-1081.4;187.2;0.1387
15;6;phonology;-330.6;-228.5;204.2;0.0407
48;6;syntax;-1422.4;-1066.0;712.8;0.0751
14;10;phonology;-346.6;-244.1;204.9;0.0387
5;9;phonology;-374.6;-241.5;266.1;0.0397
3;2;syntax;-1268.6;-1217.8;101.5;0.1331
23;6;syntax;-1356.5;-1064.3;584.4;0.0779
40;3;phonology;-301.2;-273.1;56.1;0.0503
19;8;morphology;-1043.0;-855.9;374.3;0.0395
16;5;morphology;-951.2;-875.1;152.2;0.0411
34;10;morphology;-1128.9;-864.7;528.3;0.0383
4;2;phonology;-338.9;-323.4;31.0;0.0855
50;9;syntax;-1523.3;-1052.1;942.4;0.0504
1;6;morphology;-1034.8;-860.2;349.1;0.0392
4;10;syntax;-1508.6;-1059.7;897.8;0.0497
24;5;syntax;-1280.3;-1066.0;428.6;0.0932
11;6;morphology;-997.0;-851.1;291.7;0.0413
12;5;phonology;-311.0;-223.4;175.1;0.0415
40;8;syntax;-1545.3;-1049.1;992.3;0.0554
44;3;morphology;-1023.4;-969.8;107.1;0.0447
8;5;syntax;-1307.8;-1073.3;469.2;0.103
50;2;phonology;-339.8;-324.4;30.9;0.0789
33;7;syntax;-1645.2;-1052.8;1184.9;0.0646
